order_id,user_id,product_id,quantity,order_date,status,payment_method,order_value_inr,order_month
O000169,U00867,P0085,1,2024-12-11,Delivered,UPI,1130.0,2024-12
O000170,U03144,P0011,1,2024-02-14,Delivered,Wallet,53470.0,2024-02
O000171,U00403,P0012,1,2024-08-11,Delivered,UPI,42600.0,2024-08
O000172,U03425,P0007,1,2024-12-15,Delivered,UPI,34330.0,2024-12
O000173,U00466,P0170,4,2024-09-12,Delivered,Wallet,4760.0,2024-09
O000174,U01139,P0096,1,2024-04-19,Delivered,Debit_Card,2870.0,2024-04
O000175,U03209,P0138,1,2024-11-15,Delivered,Credit_Card,820.0,2024-11
O000176,U01416,P0061,1,2024-12-05,Delivered,UPI,550.0,2024-12
O000177,U02635,P0064,1,2024-09-06,Delivered,COD,2310.0,2024-09
O000178,U00614,P0028,1,2024-03-17,Delivered,Debit_Card,46590.0,2024-03
O000179,U01016,P0154,2,2024-10-09,Delivered,UPI,1820.0,2024-10
O000180,U03655,P0093,3,2024-03-27,Delivered,COD,5790.0,2024-03
O000181,U00167,P0091,2,2024-09-06,Delivered,UPI,700.0,2024-09
O000182,U00552,P0180,1,2024-07-26,Delivered,COD,400.0,2024-07
O000183,U01084,P0132,1,2024-06-07,Delivered,COD,620.0,2024-06
O000184,U00094,P0106,1,2024-01-12,Delivered,Credit_Card,1220.0,2024-01
O000185,U00467,P0150,2,2024-08-12,Delivered,UPI,2720.0,2024-08
O000186,U01408,P0010,2,2024-12-23,Delivered,Credit_Card,134200.0,2024-12
O000187,U00457,P0132,1,2024-10-27,Delivered,Credit_Card,620.0,2024-10
O000188,U04332,P0135,1,2024-02-01,Delivered,COD,950.0,2024-02
O000189,U00331,P0191,1,2024-02-23,Delivered,UPI,11340.0,2024-02
O000190,U04305,P0087,1,2024-08-29,Delivered,Debit_Card,820.0,2024-08
O000191,U04117,P0195,1,2024-04-24,Delivered,COD,2680.0,2024-04
O000192,U00494,P0088,4,2024-10-14,Delivered,Credit_Card,13880.0,2024-10
O000193,U00121,P0111,1,2024-04-13,Delivered,UPI,1080.0,2024-04
O000194,U00251,P0158,4,2024-11-06,Cancelled,UPI,0.0,2024-11
O000195,U02927,P0105,1,2024-10-23,Delivered,UPI,280.0,2024-10
O000196,U03323,P0116,1,2024-05-06,Delivered,COD,1000.0,2024-05
O000197,U03090,P0076,1,2024-02-09,Returned,Debit_Card,0.0,2024-02
O000198,U02674,P0021,2,2024-03-12,Returned,Debit_Card,0.0,2024-03
O000199,U00868,P0176,1,2024-08-22,Delivered,UPI,950.0,2024-08
O000200,U04206,P0017,3,2024-09-03,Delivered,Credit_Card,77130.0,2024-09
O000201,U01637,P0195,2,2024-10-20,Delivered,COD,5360.0,2024-10
O000202,U04924,P0100,2,2024-09-03,Returned,UPI,0.0,2024-09
O000203,U01908,P0009,1,2024-11-07,Delivered,UPI,76510.0,2024-11
O000204,U01324,P0168,1,2024-02-03,Cancelled,Wallet,0.0,2024-02
O000205,U04473,P0128,1,2024-05-08,Delivered,Credit_Card,360.0,2024-05
O000206,U02811,P0187,1,2024-01-10,Cancelled,Debit_Card,0.0,2024-01
O000207,U03578,P0069,1,2024-06-16,Delivered,UPI,4690.0,2024-06
O000208,U02045,P0122,1,2024-09-28,Returned,UPI,0.0,2024-09
O000209,U04434,P0169,1,2024-08-03,Delivered,UPI,850.0,2024-08
O000210,U04602,P0196,1,2024-08-27,Delivered,UPI,8240.0,2024-08
O000211,U02175,P0176,1,2024-01-14,Cancelled,Debit_Card,0.0,2024-01
O000212,U01204,P0189,1,2024-03-30,Cancelled,UPI,0.0,2024-03
O000213,U03216,P0005,1,2024-01-18,Cancelled,UPI,0.0,2024-01
O000214,U04783,P0007,3,2024-12-05,Delivered,UPI,102990.0,2024-12
O000215,U03094,P0103,2,2024-06-17,Delivered,COD,820.0,2024-06
O000216,U04781,P0134,1,2024-02-25,Delivered,Credit_Card,800.0,2024-02
O000217,U01723,P0157,1,2024-06-12,Delivered,UPI,570.0,2024-06
O000218,U04587,P0179,1,2024-05-31,Cancelled,UPI,0.0,2024-05
O000219,U00556,P0028,1,2024-03-30,Delivered,Credit_Card,46590.0,2024-03
O000220,U01795,P0057,1,2024-10-11,Delivered,COD,4570.0,2024-10
O000221,U02443,P0063,1,2024-01-22,Delivered,UPI,810.0,2024-01
O000222,U03243,P0166,1,2024-09-23,Cancelled,UPI,0.0,2024-09
O000223,U01472,P0049,3,2024-10-23,Delivered,Debit_Card,6660.0,2024-10
O000224,U04638,P0012,1,2024-09-02,Cancelled,UPI,0.0,2024-09
O000225,U04520,P0173,4,2024-05-18,Delivered,Debit_Card,1000.0,2024-05
O000226,U03988,P0102,3,2024-02-21,Delivered,Debit_Card,870.0,2024-02
O000227,U00562,P0045,1,2024-03-07,Delivered,COD,3640.0,2024-03
O000228,U00379,P0133,1,2024-03-25,Delivered,UPI,870.0,2024-03
O000229,U02456,P0065,1,2024-09-06,Cancelled,UPI,0.0,2024-09
O000230,U03802,P0163,2,2024-11-26,Delivered,UPI,2340.0,2024-11
O000231,U00612,P0163,3,2024-05-02,Delivered,Debit_Card,3510.0,2024-05
O000232,U03186,P0111,2,2024-07-20,Cancelled,Wallet,0.0,2024-07
O000233,U02596,P0111,1,2024-01-06,Delivered,Debit_Card,1080.0,2024-01
O000234,U03600,P0159,1,2024-12-02,Delivered,Wallet,1400.0,2024-12
O000235,U02171,P0036,1,2024-07-17,Delivered,Credit_Card,36310.0,2024-07
O000236,U03450,P0168,1,2024-08-11,Delivered,Wallet,1300.0,2024-08
O000237,U00787,P0099,1,2024-01-13,Delivered,Debit_Card,330.0,2024-01
O000238,U01081,P0168,2,2024-01-06,Delivered,UPI,2600.0,2024-01
O000239,U04520,P0189,1,2024-04-30,Delivered,Debit_Card,14210.0,2024-04
O000240,U01644,P0012,1,2024-02-14,Delivered,UPI,42600.0,2024-02
O000241,U04918,P0013,1,2024-12-27,Delivered,UPI,20280.0,2024-12
O000242,U00231,P0158,1,2024-01-26,Delivered,UPI,750.0,2024-01
O000243,U02448,P0040,4,2024-01-04,Delivered,Debit_Card,158320.0,2024-01
O000244,U01629,P0145,4,2024-10-19,Delivered,COD,2120.0,2024-10
O000245,U04969,P0073,2,2024-10-03,Delivered,Debit_Card,2000.0,2024-10
O000246,U04945,P0103,2,2024-10-10,Delivered,COD,820.0,2024-10
O000247,U01165,P0150,1,2024-07-28,Delivered,UPI,1360.0,2024-07
O000248,U01344,P0056,1,2024-10-14,Returned,COD,0.0,2024-10
O000249,U03726,P0062,4,2024-12-24,Delivered,UPI,18800.0,2024-12
O000250,U04452,P0057,1,2024-06-29,Delivered,Debit_Card,4570.0,2024-06
O000251,U03294,P0143,4,2024-09-09,Delivered,Credit_Card,4440.0,2024-09
O000252,U04327,P0093,1,2024-10-08,Delivered,UPI,1930.0,2024-10
O000253,U00312,P0120,1,2024-05-24,Delivered,Debit_Card,770.0,2024-05
O000254,U03183,P0054,2,2024-04-25,Delivered,UPI,6780.0,2024-04
O000255,U03479,P0144,1,2024-12-14,Delivered,Wallet,460.0,2024-12
O000256,U00958,P0152,1,2024-01-30,Delivered,Credit_Card,170.0,2024-01
O000257,U03880,P0080,2,2024-08-29,Delivered,Credit_Card,8320.0,2024-08
O000258,U04731,P0115,1,2024-01-05,Delivered,Credit_Card,520.0,2024-01
O000259,U04488,P0122,1,2024-09-18,Delivered,COD,970.0,2024-09
O000260,U01229,P0153,1,2024-04-15,Delivered,UPI,830.0,2024-04
O000261,U01626,P0127,1,2024-05-03,Delivered,UPI,890.0,2024-05
O000262,U02463,P0174,1,2024-11-21,Delivered,Debit_Card,1030.0,2024-11
O000263,U00781,P0183,1,2024-05-17,Delivered,Credit_Card,10820.0,2024-05
O000264,U04780,P0112,2,2024-04-15,Delivered,Credit_Card,1860.0,2024-04
O000265,U00796,P0129,1,2024-07-31,Delivered,Credit_Card,410.0,2024-07
O000266,U03784,P0178,1,2024-10-26,Cancelled,COD,0.0,2024-10
O000267,U01713,P0123,2,2024-02-25,Delivered,UPI,2240.0,2024-02
O000268,U02845,P0178,1,2024-05-11,Delivered,UPI,720.0,2024-05
O000269,U00238,P0161,3,2024-09-25,Delivered,Credit_Card,3270.0,2024-09
O000270,U01028,P0116,1,2024-05-01,Delivered,UPI,1000.0,2024-05
O000271,U02204,P0071,4,2024-07-20,Cancelled,UPI,0.0,2024-07
O000272,U03360,P0092,1,2024-07-26,Delivered,Debit_Card,1070.0,2024-07
O000273,U03875,P0156,2,2024-10-01,Delivered,Credit_Card,2060.0,2024-10
O000274,U00142,P0160,2,2024-03-30,Delivered,Credit_Card,3000.0,2024-03
O000275,U00758,P0088,1,2024-07-08,Delivered,UPI,3470.0,2024-07
O000276,U03629,P0008,1,2024-09-21,Delivered,Credit_Card,19710.0,2024-09
O000277,U04057,P0044,1,2024-02-15,Cancelled,UPI,0.0,2024-02
O000278,U01175,P0096,1,2024-11-07,Delivered,UPI,2870.0,2024-11
O000279,U01140,P0028,1,2024-11-25,Delivered,UPI,46590.0,2024-11
O000280,U00432,P0124,2,2024-02-09,Cancelled,Wallet,0.0,2024-02
O000281,U00748,P0112,1,2024-03-07,Delivered,Credit_Card,930.0,2024-03
O000282,U00037,P0195,1,2024-04-22,Delivered,Credit_Card,2680.0,2024-04
O000283,U02925,P0135,1,2024-12-04,Returned,Debit_Card,0.0,2024-12
O000284,U04524,P0134,1,2024-03-02,Returned,UPI,0.0,2024-03
O000285,U00746,P0045,1,2024-08-14,Delivered,Credit_Card,3640.0,2024-08
O000286,U03733,P0014,3,2024-06-22,Cancelled,UPI,0.0,2024-06
O000287,U02845,P0173,1,2024-05-13,Delivered,UPI,250.0,2024-05
O000288,U04708,P0187,1,2024-10-11,Cancelled,Credit_Card,0.0,2024-10
O000289,U03982,P0168,1,2024-10-01,Delivered,Debit_Card,1300.0,2024-10
O000290,U04276,P0083,2,2024-04-23,Delivered,COD,6360.0,2024-04
O000291,U03176,P0174,1,2024-04-17,Cancelled,Wallet,0.0,2024-04
O000292,U04049,P0059,4,2024-05-22,Delivered,UPI,15160.0,2024-05
O000293,U01750,P0089,3,2024-02-26,Delivered,UPI,13020.0,2024-02
O000294,U01054,P0037,2,2024-10-20,Delivered,Wallet,9700.0,2024-10
O000295,U04580,P0082,2,2024-10-03,Delivered,Credit_Card,4100.0,2024-10
O000296,U03659,P0196,1,2024-02-20,Delivered,Credit_Card,8240.0,2024-02
O000297,U00450,P0065,1,2024-10-02,Delivered,Debit_Card,1990.0,2024-10
O000298,U04340,P0097,1,2024-08-21,Delivered,COD,3080.0,2024-08
O000299,U01740,P0156,3,2024-08-29,Delivered,Credit_Card,3090.0,2024-08
O000300,U01492,P0041,1,2024-09-14,Delivered,UPI,4780.0,2024-09
O000301,U03097,P0083,2,2024-08-24,Delivered,UPI,6360.0,2024-08
O000302,U02819,P0097,4,2024-02-01,Delivered,Debit_Card,12320.0,2024-02
O000303,U02657,P0015,3,2024-12-13,Delivered,UPI,170340.0,2024-12
O000304,U01286,P0087,1,2024-09-04,Delivered,UPI,820.0,2024-09
O000305,U04812,P0167,1,2024-05-11,Delivered,UPI,1980.0,2024-05
O000306,U04763,P0194,2,2024-09-19,Delivered,UPI,12320.0,2024-09
O000307,U00015,P0077,1,2024-09-15,Returned,COD,0.0,2024-09
O000308,U01699,P0028,1,2024-10-07,Returned,COD,0.0,2024-10
O000309,U00227,P0159,1,2024-09-06,Cancelled,UPI,0.0,2024-09
O000310,U04256,P0140,1,2024-09-21,Delivered,Debit_Card,1430.0,2024-09
O000311,U04433,P0013,1,2024-08-02,Delivered,UPI,20280.0,2024-08
O000312,U02545,P0003,1,2024-08-02,Delivered,UPI,50310.0,2024-08
O000313,U04198,P0063,1,2024-10-08,Delivered,Credit_Card,810.0,2024-10
O000314,U03491,P0029,1,2024-11-15,Cancelled,UPI,0.0,2024-11
O000315,U02463,P0115,2,2024-01-18,Delivered,UPI,1040.0,2024-01
O000316,U01822,P0064,2,2024-12-12,Cancelled,UPI,0.0,2024-12
O000317,U01336,P0094,2,2024-01-02,Delivered,UPI,5340.0,2024-01
O000318,U01311,P0076,3,2024-01-01,Returned,Credit_Card,0.0,2024-01
O000319,U02784,P0085,1,2024-10-30,Delivered,Credit_Card,1130.0,2024-10
O000320,U00828,P0126,1,2024-12-28,Delivered,UPI,870.0,2024-12
O000321,U00868,P0066,3,2024-08-03,Cancelled,Debit_Card,0.0,2024-08
O000322,U00045,P0116,1,2024-06-12,Delivered,Wallet,1000.0,2024-06
O000323,U03052,P0178,1,2024-07-09,Delivered,UPI,720.0,2024-07
O000324,U04963,P0096,2,2024-03-15,Delivered,UPI,5740.0,2024-03
O000325,U04449,P0145,1,2024-01-26,Delivered,COD,530.0,2024-01
O000326,U03505,P0121,1,2024-09-18,Delivered,Debit_Card,460.0,2024-09
O000327,U03922,P0056,3,2024-10-08,Delivered,UPI,6990.0,2024-10
O000328,U02078,P0114,4,2024-08-08,Delivered,Credit_Card,5760.0,2024-08
O000329,U01491,P0007,1,2024-02-12,Delivered,Debit_Card,34330.0,2024-02
O000330,U01838,P0164,1,2024-05-01,Delivered,UPI,1810.0,2024-05
O000331,U00392,P0040,1,2024-05-08,Delivered,UPI,39580.0,2024-05
O000332,U03146,P0001,1,2024-09-21,Delivered,Debit_Card,34520.0,2024-09
O000333,U00868,P0170,2,2024-10-09,Delivered,Credit_Card,2380.0,2024-10
O000334,U03792,P0164,3,2024-03-11,Delivered,UPI,5430.0,2024-03
O000335,U00955,P0113,1,2024-09-15,Cancelled,Credit_Card,0.0,2024-09
O000336,U01136,P0039,1,2024-07-19,Delivered,COD,51950.0,2024-07
O000337,U04803,P0121,1,2024-05-09,Delivered,UPI,460.0,2024-05
O000338,U00516,P0129,1,2024-11-25,Delivered,UPI,410.0,2024-11
O000339,U02458,P0191,1,2024-03-21,Delivered,UPI,11340.0,2024-03
O000340,U00310,P0074,1,2024-09-10,Delivered,UPI,1590.0,2024-09
O000341,U00447,P0075,1,2024-03-05,Delivered,UPI,410.0,2024-03
O000342,U03146,P0102,2,2024-05-25,Returned,Credit_Card,0.0,2024-05
