user_id,city,gender,age,signup_date,acquisition_channel,is_premium
U00108,Kolkata,Male,29,2024-08-18,Organic,True
U00109,Delhi,Male,45,2024-02-10,Social_Media,False
U00110,Delhi,Male,29,2024-01-28,Paid_Search,True
U00111,Chennai,Female,50,2024-05-14,Paid_Search,False
U00112,Bengaluru,Male,37,2024-07-19,Organic,False
U00113,Delhi,Male,57,2024-11-23,Organic,True
U00114,Delhi,Male,38,2024-09-24,Social_Media,False
U00115,Delhi,Female,56,2024-02-02,Paid_Search,False
U00116,Ahmedabad,Male,58,2024-02-17,Email,False
U00117,Chennai,Male,59,2024-03-02,Paid_Search,False
U00118,Mumbai,Male,53,2024-08-03,Email,True
U00119,Pune,Male,39,2024-10-19,Organic,False
U00120,Bengaluru,Female,43,2024-04-08,Organic,False
U00121,Bengaluru,Male,24,2024-06-20,Paid_Search,False
U00122,Bengaluru,Male,24,2024-12-25,Referral,False
U00123,Mumbai,Female,25,2024-08-01,Paid_Search,False
U00124,Delhi,Male,43,2024-02-04,Organic,False
U00125,Hyderabad,Male,41,2024-08-14,Organic,False
U00126,Kolkata,Female,41,2024-04-10,Paid_Search,False
U00127,Delhi,Male,57,2024-05-10,Social_Media,False
U00128,Delhi,Male,29,2024-09-13,Paid_Search,False
U00129,Bengaluru,Male,25,2024-01-05,Social_Media,True
U00130,Bengaluru,Male,26,2024-08-05,Social_Media,False
U00131,Delhi,Female,20,2024-09-11,Referral,True
U00132,Delhi,Female,38,2024-12-24,Paid_Search,False
U00133,Pune,Female,48,2024-10-09,Paid_Search,False
U00134,Bengaluru,Male,41,2024-07-25,Email,False
U00135,Bengaluru,Male,21,2024-01-15,Paid_Search,False
U00136,Delhi,Female,37,2024-12-11,Paid_Search,False
U00137,Mumbai,Female,33,2024-02-11,Referral,False
U00138,Bengaluru,Male,27,2024-06-27,Organic,False
U00139,Chennai,Male,43,2024-03-03,Paid_Search,False
U00140,Bengaluru,Male,46,2024-12-17,Organic,False
U00141,Hyderabad,Male,22,2024-08-18,Organic,False
U00142,Mumbai,Male,28,2024-08-28,Organic,False
U00143,Bengaluru,Male,46,2024-02-21,Organic,False
U00144,Mumbai,Female,32,2024-04-05,Paid_Search,False
U00145,Chennai,Female,23,2024-08-09,Referral,False
U00146,Mumbai,Male,32,2024-08-18,Social_Media,False
U00147,Chennai,Male,37,2024-08-24,Social_Media,False
U00148,Bengaluru,Female,51,2024-05-22,Paid_Search,True
U00149,Chennai,Male,19,2024-06-19,Referral,False
U00150,Mumbai,Female,33,2024-01-29,Referral,True
U00151,Hyderabad,Male,36,2024-02-05,Referral,False
U00152,Delhi,Female,51,2024-01-13,Referral,False
U00153,Kolkata,Male,31,2024-06-08,Organic,False
U00154,Mumbai,Male,41,2024-11-22,Social_Media,False
U00155,Bengaluru,Male,45,2024-07-05,Social_Media,False
U00156,Bengaluru,Male,49,2024-08-30,Paid_Search,False
U00157,Pune,Male,54,2024-03-26,Paid_Search,False
U00158,Delhi,Female,27,2024-10-10,Organic,False
U00159,Chennai,Male,26,2024-03-06,Organic,False
U00160,Mumbai,Male,41,2024-06-18,Referral,True
U00161,Mumbai,Male,53,2024-02-14,Social_Media,False
U00162,Bengaluru,Female,46,2024-03-02,Organic,False
U00163,Ahmedabad,Other,46,2024-05-13,Organic,False
U00164,Hyderabad,Female,40,2024-10-10,Social_Media,False
U00165,Kolkata,Male,44,2024-01-28,Paid_Search,False
U00166,Mumbai,Female,48,2024-04-17,Paid_Search,False
U00167,Hyderabad,Female,24,2024-02-13,Organic,False
U00168,Hyderabad,Female,21,2024-12-05,Organic,False
U00169,Mumbai,Male,31,2024-10-12,Paid_Search,False
U00170,Pune,Male,59,2024-11-26,Social_Media,False
U00171,Kolkata,Male,59,2024-05-07,Organic,False
U00172,Pune,Male,27,2024-12-13,Paid_Search,False
U00173,Chennai,Female,51,2024-08-18,Social_Media,True
U00174,Mumbai,Male,43,2024-07-08,Referral,False
U00175,Mumbai,Male,40,2024-08-12,Organic,True
U00176,Ahmedabad,Female,26,2024-10-09,Social_Media,False
U00177,Bengaluru,Female,54,2024-04-30,Email,True
U00178,Hyderabad,Male,25,2024-04-25,Referral,False
U00179,Hyderabad,Female,31,2024-08-20,Referral,False
U00180,Hyderabad,Male,24,2024-09-15,Social_Media,False
U00181,Ahmedabad,Female,24,2024-12-24,Organic,False
U00182,Mumbai,Female,26,2024-07-16,Social_Media,False
U00183,Mumbai,Female,20,2024-05-16,Social_Media,False
U00184,Bengaluru,Female,31,2024-11-13,Paid_Search,False
U00185,Delhi,Female,34,2024-06-13,Paid_Search,False
U00186,Mumbai,Male,39,2024-08-12,Social_Media,False
U00187,Mumbai,Male,43,2024-11-02,Email,False
U00188,Pune,Female,45,2024-08-21,Organic,False
U00189,Kolkata,Male,31,2024-06-20,Organic,False
U00190,Bengaluru,Male,26,2024-05-31,Social_Media,False
U00191,Mumbai,Female,43,2024-11-10,Organic,False
U00192,Kolkata,Female,19,2024-06-08,Social_Media,False
U00193,Bengaluru,Male,28,2024-04-05,Organic,False
U00194,Bengaluru,Male,34,2024-08-20,Paid_Search,False
U00195,Bengaluru,Male,51,2024-06-28,Social_Media,False
U00196,Delhi,Male,36,2024-04-22,Organic,False
U00197,Bengaluru,Male,56,2024-11-13,Organic,False
U00198,Ahmedabad,Female,35,2024-02-21,Paid_Search,False
U00199,Delhi,Male,30,2024-09-24,Paid_Search,True
U00200,Delhi,Male,22,2024-10-21,Social_Media,False
U00201,Mumbai,Male,40,2024-04-22,Paid_Search,False
U00202,Delhi,Other,41,2024-04-10,Paid_Search,False
U00203,Hyderabad,Male,46,2024-04-22,Paid_Search,False
U00204,Chennai,Male,25,2024-03-21,Organic,False
U00205,Chennai,Male,43,2024-07-05,Referral,False
U00206,Delhi,Female,32,2024-04-22,Organic,False
U00207,Kolkata,Female,18,2024-01-02,Referral,False
U00208,Chennai,Male,45,2024-05-09,Paid_Search,False
U00209,Chennai,Male,31,2024-08-07,Paid_Search,False
U00210,Bengaluru,Male,59,2024-02-23,Social_Media,False
U00211,Bengaluru,Male,51,2024-12-08,Referral,False
U00212,Bengaluru,Male,48,2024-08-11,Email,True
U00213,Hyderabad,Male,23,2024-08-12,Paid_Search,True
U00214,Mumbai,Male,22,2024-05-05,Organic,False
U00215,Mumbai,Male,48,2024-05-09,Referral,False
U00216,Pune,Male,54,2024-02-22,Organic,False
U00217,Pune,Female,32,2024-06-20,Referral,False
U00218,Kolkata,Male,32,2024-08-05,Social_Media,False
U00219,Mumbai,Male,22,2024-06-08,Referral,False
U00220,Hyderabad,Male,45,2024-07-16,Referral,False
U00221,Mumbai,Female,50,2024-09-03,Organic,False
U00222,Bengaluru,Female,28,2024-11-19,Social_Media,False
U00223,Bengaluru,Male,23,2024-07-21,Organic,False
U00224,Mumbai,Male,40,2024-07-02,Organic,False
U00225,Delhi,Male,57,2024-05-02,Paid_Search,False
U00226,Pune,Male,19,2024-09-11,Organic,False
U00227,Bengaluru,Male,32,2024-10-20,Social_Media,False
U00228,Chennai,Female,40,2024-10-06,Email,False
U00229,Delhi,Female,39,2024-11-20,Social_Media,False
U00230,Mumbai,Female,26,2024-04-07,Organic,False
U00231,Delhi,Male,57,2024-07-16,Referral,False
U00232,Mumbai,Female,47,2024-08-27,Referral,False
U00233,Delhi,Female,33,2024-05-23,Social_Media,False
U00234,Delhi,Male,47,2024-04-06,Social_Media,False
U00235,Bengaluru,Male,26,2024-07-19,Referral,False
U00236,Bengaluru,Male,18,2024-05-03,Organic,False
U00237,Delhi,Male,55,2024-07-05,Email,True
U00238,Kolkata,Male,25,2024-11-21,Email,True
U00239,Mumbai,Female,35,2024-12-14,Referral,False
U00240,Chennai,Male,44,2024-09-15,Organic,False
U00241,Hyderabad,Female,35,2024-05-27,Referral,False
U00242,Kolkata,Male,49,2024-09-08,Paid_Search,False
U00243,Pune,Other,49,2024-12-11,Social_Media,False
U00244,Delhi,Male,53,2024-05-26,Referral,False
U00245,Hyderabad,Female,53,2024-05-27,Organic,False
U00246,Pune,Male,38,2024-12-17,Paid_Search,True
U00247,Mumbai,Male,49,2024-07-17,Referral,False
U00248,Mumbai,Female,48,2024-11-03,Referral,False
U00249,Bengaluru,Male,54,2024-05-07,Referral,False
U00250,Pune,Female,33,2024-02-08,Organic,False
U00251,Chennai,Female,31,2024-12-03,Social_Media,False
U00252,Bengaluru,Male,41,2024-12-25,Organic,False
U00253,Delhi,Male,42,2024-05-08,Referral,True
U00254,Delhi,Female,52,2024-09-23,Organic,False
U00255,Bengaluru,Male,34,2024-05-30,Social_Media,False
U00256,Ahmedabad,Female,59,2024-10-24,Paid_Search,False
U00257,Bengaluru,Female,21,2024-04-08,Email,True
U00258,Bengaluru,Male,28,2024-09-19,Social_Media,True
U00259,Delhi,Male,32,2024-09-08,Social_Media,False
U00260,Chennai,Female,47,2024-05-23,Paid_Search,False
U00261,Bengaluru,Male,41,2024-12-11,Social_Media,False
U00262,Hyderabad,Male,19,2024-04-21,Paid_Search,False
U00263,Delhi,Male,51,2024-02-29,Organic,False
U00264,Bengaluru,Male,40,2024-01-02,Social_Media,False
U00265,Bengaluru,Male,48,2024-10-30,Referral,False
U00266,Delhi,Male,54,2024-09-10,Organic,False
U00267,Mumbai,Female,30,2024-05-19,Organic,False
U00268,Kolkata,Male,50,2024-02-06,Social_Media,False
U00269,Chennai,Male,24,2024-06-08,Referral,False
U00270,Ahmedabad,Other,49,2024-01-09,Organic,False
U00271,Mumbai,Female,24,2024-08-20,Email,True
U00272,Ahmedabad,Female,59,2024-04-08,Email,True
U00273,Delhi,Male,55,2024-05-26,Organic,False
U00274,Mumbai,Female,30,2024-10-30,Organic,True
U00275,Bengaluru,Male,41,2024-07-26,Social_Media,False
U00276,Bengaluru,Male,45,2024-05-10,Email,False
U00277,Hyderabad,Male,49,2024-05-31,Social_Media,False
U00278,Delhi,Male,35,2024-02-23,Paid_Search,False
U00279,Mumbai,Female,51,2024-04-29,Organic,True
U00280,Hyderabad,Male,51,2024-06-09,Paid_Search,True
U00281,Mumbai,Female,55,2024-04-25,Social_Media,False
U00282,Delhi,Female,18,2024-03-15,Paid_Search,False
U00283,Mumbai,Female,59,2024-04-22,Paid_Search,False
U00284,Pune,Male,48,2024-04-13,Organic,True
U00285,Pune,Female,18,2024-12-05,Paid_Search,False
U00286,Delhi,Male,33,2024-09-10,Organic,False
U00287,Mumbai,Male,56,2024-08-14,Organic,True
U00288,Mumbai,Other,32,2024-04-21,Referral,False
U00289,Chennai,Male,50,2024-04-08,Organic,False
U00290,Mumbai,Male,40,2024-06-01,Social_Media,False
U00291,Bengaluru,Female,58,2024-12-14,Organic,False
U00292,Bengaluru,Male,51,2024-12-03,Organic,False
U00293,Delhi,Female,34,2024-07-12,Paid_Search,False
U00294,Delhi,Male,42,2024-11-05,Organic,False
U00295,Pune,Male,59,2024-06-11,Organic,False
U00296,Mumbai,Male,23,2024-07-26,Referral,False
U00297,Mumbai,Male,48,2024-06-17,Organic,False
U00298,Chennai,Male,22,2024-06-09,Organic,False
U00299,Pune,Female,57,2024-03-08,Referral,False
U00300,Mumbai,Male,57,2024-10-15,Organic,False
U00301,Delhi,Female,47,2024-10-03,Social_Media,False
U00302,Mumbai,Male,22,2024-10-30,Organic,False
U00303,Kolkata,Male,29,2024-05-14,Organic,False
U00304,Bengaluru,Female,24,2024-07-13,Social_Media,False
U00305,Kolkata,Female,30,2024-05-07,Email,False
U00306,Hyderabad,Male,21,2024-02-02,Organic,True
U00307,Delhi,Female,59,2024-06-24,Paid_Search,False
U00308,Bengaluru,Female,20,2024-01-22,Organic,False
U00309,Delhi,Male,29,2024-08-25,Organic,False
U00310,Mumbai,Female,18,2024-06-06,Referral,False
U00311,Bengaluru,Male,44,2024-02-07,Organic,False
U00312,Hyderabad,Female,30,2024-08-17,Referral,True
U00313,Ahmedabad,Female,34,2024-12-30,Organic,False
U00314,Delhi,Female,25,2024-02-20,Referral,False
U00315,Hyderabad,Male,49,2024-09-20,Paid_Search,False
U00316,Bengaluru,Male,37,2024-10-09,Referral,True
U00317,Mumbai,Female,34,2024-01-27,Organic,False
U00318,Bengaluru,Male,51,2024-08-13,Social_Media,False
U00319,Hyderabad,Male,52,2024-10-03,Social_Media,True
U00320,Kolkata,Female,52,2024-10-12,Paid_Search,False
U00321,Hyderabad,Male,55,2024-04-06,Referral,False
U00322,Bengaluru,Male,59,2024-10-10,Social_Media,False
U00323,Mumbai,Male,41,2024-11-12,Referral,True
U00324,Delhi,Male,35,2024-10-30,Paid_Search,False
U00325,Mumbai,Female,56,2024-05-26,Social_Media,False
U00326,Pune,Female,50,2024-01-04,Referral,False
U00327,Chennai,Male,40,2024-02-04,Organic,False
U00328,Hyderabad,Female,42,2024-07-10,Paid_Search,False
U00329,Mumbai,Female,54,2024-02-18,Email,False
U00330,Mumbai,Female,44,2024-01-17,Paid_Search,False
U00331,Bengaluru,Male,18,2024-06-20,Organic,False
U00332,Mumbai,Female,38,2024-08-07,Paid_Search,False
U00333,Mumbai,Male,27,2024-06-06,Referral,False
U00334,Hyderabad,Female,48,2024-02-15,Email,False
U00335,Hyderabad,Female,42,2024-01-06,Email,False
U00336,Bengaluru,Male,37,2024-04-08,Social_Media,False
U00337,Mumbai,Female,19,2024-08-20,Paid_Search,False
U00338,Bengaluru,Male,32,2024-02-06,Organic,False
U00339,Bengaluru,Female,45,2024-10-06,Organic,False
U00340,Pune,Male,30,2024-12-14,Organic,False
U00341,Bengaluru,Female,31,2024-10-28,Organic,False
U00342,Mumbai,Male,19,2024-06-29,Referral,True
U00343,Bengaluru,Male,51,2024-04-04,Referral,False
U00344,Pune,Male,52,2024-04-08,Social_Media,False
U00345,Delhi,Male,54,2024-07-06,Email,False
U00346,Mumbai,Male,42,2024-04-25,Email,True
U00347,Delhi,Female,32,2024-07-09,Social_Media,False
U00348,Chennai,Male,29,2024-09-09,Paid_Search,False
U00349,Kolkata,Male,26,2024-06-09,Organic,True
U00350,Mumbai,Male,48,2024-09-12,Paid_Search,False
U00351,Pune,Female,31,2024-11-18,Organic,False
U00352,Kolkata,Female,46,2024-05-07,Paid_Search,False
U00353,Kolkata,Female,55,2024-01-18,Email,False
U00354,Hyderabad,Female,59,2024-10-07,Paid_Search,False
U00355,Hyderabad,Male,25,2024-08-10,Organic,False
U00356,Mumbai,Male,20,2024-02-23,Social_Media,False
U00357,Chennai,Male,19,2024-02-27,Social_Media,True
U00358,Delhi,Female,33,2024-11-18,Organic,False
U00359,Hyderabad,Other,36,2024-12-25,Organic,False
U00360,Delhi,Male,47,2024-06-22,Email,False
U00361,Chennai,Male,58,2024-10-06,Organic,False
U00362,Pune,Male,33,2024-04-23,Referral,False
U00363,Bengaluru,Male,48,2024-10-14,Paid_Search,True
U00364,Pune,Female,45,2024-12-07,Paid_Search,False
U00365,Delhi,Male,21,2024-05-30,Organic,True
U00366,Pune,Female,27,2024-05-06,Referral,False
U00367,Delhi,Male,35,2024-06-03,Referral,False
U00368,Mumbai,Female,49,2024-09-29,Organic,False
U00369,Kolkata,Female,47,2024-04-13,Organic,True
U00370,Mumbai,Female,53,2024-10-25,Organic,False
U00371,Pune,Female,26,2024-09-02,Referral,False
U00372,Delhi,Female,53,2024-06-24,Paid_Search,True
U00373,Delhi,Female,46,2024-02-08,Organic,False
U00374,Mumbai,Female,33,2024-06-18,Paid_Search,True
U00375,Delhi,Female,45,2024-09-03,Paid_Search,False
U00376,Mumbai,Other,38,2024-01-26,Referral,False
U00377,Bengaluru,Female,19,2024-12-20,Social_Media,False
U00378,Mumbai,Female,52,2024-11-01,Organic,True
U00379,Bengaluru,Female,45,2024-01-13,Organic,False
U00380,Ahmedabad,Male,53,2024-11-11,Paid_Search,False
U00381,Ahmedabad,Male,48,2024-11-08,Organic,False
U00382,Mumbai,Male,50,2024-02-05,Social_Media,False
U00383,Chennai,Male,40,2024-06-21,Paid_Search,True
U00384,Mumbai,Female,58,2024-01-20,Paid_Search,False
U00385,Hyderabad,Male,34,2024-11-16,Paid_Search,False
U00386,Chennai,Female,18,2024-09-20,Social_Media,False
U00387,Kolkata,Female,59,2024-05-21,Social_Media,False
U00388,Mumbai,Male,40,2024-05-22,Referral,False
U00389,Chennai,Female,44,2024-04-01,Social_Media,False
U00390,Mumbai,Female,42,2024-12-19,Referral,False
U00391,Ahmedabad,Male,49,2024-11-17,Social_Media,False
U00392,Bengaluru,Female,36,2024-10-14,Organic,False
U00393,Hyderabad,Female,41,2024-08-02,Organic,False
U00394,Hyderabad,Male,20,2024-12-07,Referral,True
U00395,Hyderabad,Male,29,2024-02-20,Email,False
U00396,Bengaluru,Other,52,2024-06-01,Social_Media,True
U00397,Kolkata,Male,32,2024-07-04,Social_Media,False
U00398,Bengaluru,Male,34,2024-03-03,Organic,False
U00399,Hyderabad,Male,49,2024-07-08,Paid_Search,False
U00400,Mumbai,Female,24,2024-05-04,Email,False
U00401,Mumbai,Female,36,2024-05-29,Referral,False
U00402,Delhi,Female,24,2024-11-09,Paid_Search,False
U00403,Mumbai,Male,22,2024-02-27,Paid_Search,True
U00404,Bengaluru,Female,57,2024-12-07,Paid_Search,False
U00405,Bengaluru,Male,38,2024-10-31,Paid_Search,False
U00406,Mumbai,Male,24,2024-06-28,Paid_Search,False
U00407,Chennai,Male,54,2024-06-18,Social_Media,False
U00408,Pune,Male,40,2024-11-21,Organic,False
U00409,Bengaluru,Female,28,2024-09-27,Social_Media,False
U00410,Mumbai,Female,27,2024-02-23,Social_Media,True
U00411,Bengaluru,Male,38,2024-04-10,Referral,False
U00412,Bengaluru,Female,58,2024-09-20,Referral,False
U00413,Hyderabad,Female,50,2024-02-22,Social_Media,False
U00414,Hyderabad,Female,37,2024-02-29,Referral,False
U00415,Bengaluru,Male,50,2024-04-17,Paid_Search,False
U00416,Mumbai,Female,57,2024-01-05,Email,False
U00417,Bengaluru,Male,52,2024-04-12,Organic,False
U00418,Pune,Female,51,2024-07-14,Referral,False
U00419,Ahmedabad,Male,53,2024-09-18,Organic,False
U00420,Bengaluru,Female,44,2024-12-30,Organic,False
U00421,Mumbai,Male,36,2024-12-15,Paid_Search,True
U00422,Pune,Male,22,2024-02-16,Social_Media,True
U00423,Kolkata,Female,46,2024-12-20,Organic,False
U00424,Mumbai,Female,27,2024-11-06,Social_Media,False
U00425,Bengaluru,Female,57,2024-11-03,Referral,False
U00426,Bengaluru,Female,30,2024-05-23,Organic,False
U00427,Delhi,Male,46,2024-09-25,Social_Media,False
U00428,Mumbai,Male,22,2024-05-03,Paid_Search,False
U00429,Bengaluru,Male,29,2024-04-15,Paid_Search,False
U00430,Delhi,Male,30,2024-06-06,Social_Media,False
U00431,Bengaluru,Female,39,2024-05-26,Paid_Search,False
U00432,Chennai,Female,57,2024-05-24,Email,False
U00433,Mumbai,Female,32,2024-04-29,Social_Media,False
U00434,Bengaluru,Female,30,2024-11-14,Referral,False
U00435,Delhi,Female,18,2024-10-01,Social_Media,False
U00436,Mumbai,Male,55,2024-04-01,Referral,False
U00437,Ahmedabad,Male,18,2024-02-27,Organic,False
U00438,Delhi,Female,28,2024-12-11,Organic,False
U00439,Mumbai,Male,57,2024-08-16,Paid_Search,False
U00440,Hyderabad,Male,39,2024-04-26,Referral,False
U00441,Mumbai,Male,52,2024-11-13,Organic,False
U00442,Kolkata,Female,23,2024-10-05,Email,False
U00443,Mumbai,Male,45,2024-05-06,Organic,False
U00444,Delhi,Female,48,2024-05-08,Organic,False
U00445,Bengaluru,Female,25,2024-02-27,Organic,False
U00446,Delhi,Male,22,2024-05-01,Social_Media,False
U00447,Pune,Female,59,2024-01-01,Referral,False
U00448,Chennai,Female,34,2024-08-26,Organic,True
U00449,Mumbai,Female,55,2024-10-16,Social_Media,True
U00450,Mumbai,Female,26,2024-04-05,Organic,False
U00451,Chennai,Male,27,2024-05-05,Social_Media,False
U00452,Kolkata,Female,37,2024-04-27,Organic,False
U00453,Bengaluru,Male,31,2024-02-17,Paid_Search,False
U00454,Delhi,Female,31,2024-03-29,Social_Media,False
U00455,Mumbai,Female,43,2024-08-24,Social_Media,False
U00456,Pune,Female,46,2024-09-28,Organic,True
U00457,Bengaluru,Male,44,2024-07-07,Organic,False
U00458,Bengaluru,Male,42,2024-07-10,Social_Media,True
U00459,Chennai,Male,33,2024-03-09,Referral,False
U00460,Bengaluru,Male,53,2024-10-04,Referral,True
U00461,Delhi,Male,51,2024-12-14,Referral,False
U00462,Delhi,Male,33,2024-09-03,Email,False
U00463,Mumbai,Male,50,2024-03-16,Paid_Search,False
U00464,Mumbai,Other,20,2024-06-02,Paid_Search,False
U00465,Delhi,Male,40,2024-05-23,Organic,False
U00466,Bengaluru,Female,28,2024-03-26,Paid_Search,False
U00467,Delhi,Female,35,2024-07-03,Social_Media,True
U00468,Chennai,Female,58,2024-10-11,Referral,False
U00469,Chennai,Female,46,2024-08-07,Organic,False
U00470,Bengaluru,Male,22,2024-03-09,Paid_Search,True
U00471,Bengaluru,Female,41,2024-02-16,Social_Media,False
U00472,Mumbai,Male,46,2024-04-03,Social_Media,False
U00473,Mumbai,Male,46,2024-08-25,Organic,False
U00474,Mumbai,Female,43,2024-07-22,Referral,False
U00475,Hyderabad,Male,57,2024-08-05,Organic,False
U00476,Bengaluru,Female,20,2024-12-06,Referral,True
U00477,Bengaluru,Male,19,2024-02-08,Email,False
U00478,Mumbai,Male,42,2024-04-09,Paid_Search,False
U00479,Hyderabad,Male,36,2024-10-15,Paid_Search,True
