event_id,user_id,product_id,event_type,timestamp,device,session_id
E00000206,U00021,P0144,view,2024-01-21 19:12:00,Mobile,SU00021_20240121190918
E00000207,U00021,P0114,view,2024-10-02 18:46:53,Mobile,SU00021_20241002184235
E00000208,U00021,P0141,view,2024-12-04 20:27:54,Desktop,SU00021_20241204202406
E00000209,U00022,P0191,view,2024-08-23 21:51:33,Mobile,SU00022_20240823214730
E00000210,U00022,P0193,view,2024-02-18 03:48:44,Desktop,SU00022_20240218034638
E00000211,U00022,P0071,view,2024-10-16 00:35:37,Tablet,SU00022_20241016003111
E00000212,U00022,P0062,view,2024-02-29 20:29:47,Desktop,SU00022_20240229202727
E00000213,U00022,P0183,view,2024-03-20 19:12:20,Mobile,SU00022_20240320190954
E00000214,U00022,P0183,add_to_cart,2024-03-20 19:12:45,Mobile,SU00022_20240320190954
E00000215,U00022,P0183,checkout,2024-03-20 19:14:30,Mobile,SU00022_20240320190954
E00000216,U00022,P0183,purchase,2024-03-20 19:11:11,Mobile,SU00022_20240320190954
E00000217,U00023,P0060,view,2024-04-07 16:32:47,Mobile,SU00023_20240407162931
E00000218,U00023,P0181,view,2024-06-16 01:10:43,Desktop,SU00023_20240616010854
E00000219,U00023,P0181,add_to_cart,2024-06-16 01:12:22,Tablet,SU00023_20240616010854
E00000220,U00023,P0181,checkout,2024-06-16 01:12:52,Desktop,SU00023_20240616010854
E00000221,U00023,P0181,purchase,2024-06-16 01:10:39,Mobile,SU00023_20240616010854
E00000222,U00023,P0108,view,2024-01-01 05:36:29,Mobile,SU00023_20240101053310
E00000223,U00023,P0150,view,2024-03-12 16:22:13,Mobile,SU00023_20240312162203
E00000224,U00024,P0196,view,2024-01-22 08:41:00,Mobile,SU00024_20240122083606
E00000225,U00024,P0002,view,2024-01-07 01:51:53,Mobile,SU00024_20240107014853
E00000226,U00024,P0002,add_to_cart,2024-01-07 01:52:12,Desktop,SU00024_20240107014853
E00000227,U00024,P0108,view,2024-03-05 20:34:27,Desktop,SU00024_20240305202952
E00000228,U00024,P0140,view,2024-08-16 15:44:06,Mobile,SU00024_20240816154214
E00000229,U00024,P0070,view,2024-03-21 14:15:39,Mobile,SU00024_20240321141156
E00000230,U00024,P0100,view,2024-01-28 12:13:43,Mobile,SU00024_20240128121051
E00000231,U00025,P0104,view,2024-10-09 06:52:54,Mobile,SU00025_20241009065130
E00000232,U00025,P0033,view,2024-01-19 17:12:13,Desktop,SU00025_20240119170740
E00000233,U00025,P0033,add_to_cart,2024-01-19 17:11:01,Desktop,SU00025_20240119170740
E00000234,U00025,P0170,view,2024-11-03 23:13:42,Mobile,SU00025_20241103231329
E00000235,U00025,P0170,add_to_cart,2024-11-03 23:17:08,Mobile,SU00025_20241103231329
E00000236,U00025,P0170,checkout,2024-11-03 23:17:25,Mobile,SU00025_20241103231329
E00000237,U00025,P0170,purchase,2024-11-03 23:15:42,Desktop,SU00025_20241103231329
E00000238,U00025,P0098,view,2024-11-20 13:03:01,Mobile,SU00025_20241120130014
E00000239,U00025,P0098,add_to_cart,2024-11-20 13:03:01,Desktop,SU00025_20241120130014
E00000240,U00025,P0098,checkout,2024-11-20 13:03:28,Mobile,SU00025_20241120130014
E00000241,U00025,P0098,purchase,2024-11-20 13:03:49,Mobile,SU00025_20241120130014
E00000242,U00025,P0065,view,2024-10-03 09:55:21,Mobile,SU00025_20241003095440
E00000243,U00025,P0192,view,2024-03-16 19:52:57,Mobile,SU00025_20240316194821
E00000244,U00025,P0192,add_to_cart,2024-03-16 19:51:20,Desktop,SU00025_20240316194821
E00000245,U00025,P0192,checkout,2024-03-16 19:48:56,Mobile,SU00025_20240316194821
E00000246,U00025,P0167,view,2024-08-09 10:46:46,Mobile,SU00025_20240809104626
E00000247,U00025,P0064,view,2024-03-31 12:42:25,Desktop,SU00025_20240331124043
E00000248,U00026,P0160,view,2024-01-28 22:53:18,Desktop,SU00026_20240128225200
E00000249,U00026,P0160,add_to_cart,2024-01-28 22:56:02,Mobile,SU00026_20240128225200
E00000250,U00026,P0145,view,2024-05-03 10:36:06,Mobile,SU00026_20240503103415
E00000251,U00026,P0066,view,2024-08-30 07:57:27,Desktop,SU00026_20240830075419
E00000252,U00026,P0066,add_to_cart,2024-08-30 07:55:17,Tablet,SU00026_20240830075419
E00000253,U00026,P0042,view,2024-06-23 05:00:58,Mobile,SU00026_20240623045819
E00000254,U00026,P0042,add_to_cart,2024-06-23 04:58:32,Mobile,SU00026_20240623045819
E00000255,U00026,P0148,view,2024-01-05 18:02:12,Mobile,SU00026_20240105175900
E00000256,U00026,P0184,view,2024-01-06 00:20:27,Desktop,SU00026_20240106001846
E00000257,U00026,P0184,add_to_cart,2024-01-06 00:20:50,Desktop,SU00026_20240106001846
E00000258,U00026,P0184,checkout,2024-01-06 00:21:20,Mobile,SU00026_20240106001846
E00000259,U00026,P0154,view,2024-01-08 06:36:16,Desktop,SU00026_20240108063515
E00000260,U00026,P0145,view,2024-03-08 19:43:55,Mobile,SU00026_20240308194334
E00000261,U00026,P0145,add_to_cart,2024-03-08 19:47:13,Tablet,SU00026_20240308194334
E00000262,U00026,P0018,view,2024-05-28 12:06:39,Desktop,SU00026_20240528120220
E00000263,U00027,P0004,view,2024-02-11 16:54:02,Mobile,SU00027_20240211165027
E00000264,U00027,P0028,view,2024-07-13 16:33:49,Desktop,SU00027_20240713163008
E00000265,U00027,P0163,view,2024-07-20 03:45:54,Mobile,SU00027_20240720034159
E00000266,U00027,P0112,view,2024-01-25 19:47:33,Mobile,SU00027_20240125194603
E00000267,U00027,P0167,view,2024-05-01 08:30:38,Desktop,SU00027_20240501082820
E00000268,U00028,P0138,view,2024-11-11 00:30:42,Tablet,SU00028_20241111002635
E00000269,U00028,P0188,view,2024-03-21 22:50:44,Desktop,SU00028_20240321224827
E00000270,U00028,P0188,add_to_cart,2024-03-21 22:50:32,Desktop,SU00028_20240321224827
E00000271,U00028,P0023,view,2024-09-17 05:20:25,Desktop,SU00028_20240917051803
E00000272,U00028,P0063,view,2024-11-14 15:46:15,Mobile,SU00028_20241114154218
E00000273,U00028,P0172,view,2024-02-01 12:34:59,Mobile,SU00028_20240201123145
E00000274,U00028,P0172,add_to_cart,2024-02-01 12:35:58,Mobile,SU00028_20240201123145
E00000275,U00028,P0047,view,2024-08-14 05:42:21,Mobile,SU00028_20240814053812
E00000276,U00028,P0047,add_to_cart,2024-08-14 05:40:24,Desktop,SU00028_20240814053812
E00000277,U00028,P0047,checkout,2024-08-14 05:40:33,Mobile,SU00028_20240814053812
E00000278,U00028,P0047,purchase,2024-08-14 05:42:36,Mobile,SU00028_20240814053812
E00000279,U00028,P0049,view,2024-09-04 12:28:19,Mobile,SU00028_20240904122736
E00000280,U00028,P0049,add_to_cart,2024-09-04 12:31:04,Desktop,SU00028_20240904122736
E00000281,U00028,P0049,checkout,2024-09-04 12:29:39,Mobile,SU00028_20240904122736
E00000282,U00028,P0049,purchase,2024-09-04 12:31:47,Desktop,SU00028_20240904122736
E00000283,U00028,P0115,view,2024-01-29 21:12:09,Desktop,SU00028_20240129211201
E00000284,U00028,P0115,add_to_cart,2024-01-29 21:13:54,Mobile,SU00028_20240129211201
E00000285,U00028,P0115,checkout,2024-01-29 21:14:05,Mobile,SU00028_20240129211201
E00000286,U00028,P0115,purchase,2024-01-29 21:16:58,Mobile,SU00028_20240129211201
E00000287,U00028,P0095,view,2024-03-05 05:19:14,Mobile,SU00028_20240305051512
E00000288,U00028,P0089,view,2024-09-15 19:18:47,Mobile,SU00028_20240915191510
E00000289,U00028,P0141,view,2024-03-11 12:48:43,Mobile,SU00028_20240311124554
E00000290,U00028,P0117,view,2024-06-28 17:10:27,Mobile,SU00028_20240628170809
E00000291,U00028,P0117,add_to_cart,2024-06-28 17:10:07,Desktop,SU00028_20240628170809
E00000292,U00028,P0117,checkout,2024-06-28 17:09:47,Desktop,SU00028_20240628170809
E00000293,U00028,P0117,purchase,2024-06-28 17:12:43,Desktop,SU00028_20240628170809
E00000294,U00029,P0196,view,2024-11-23 00:17:59,Mobile,SU00029_20241123001625
E00000295,U00029,P0196,add_to_cart,2024-11-23 00:20:32,Tablet,SU00029_20241123001625
E00000296,U00029,P0196,checkout,2024-11-23 00:20:53,Mobile,SU00029_20241123001625
E00000297,U00029,P0196,purchase,2024-11-23 00:17:16,Desktop,SU00029_20241123001625
E00000298,U00029,P0050,view,2024-12-11 14:18:12,Desktop,SU00029_20241211141541
E00000299,U00029,P0050,add_to_cart,2024-12-11 14:17:12,Desktop,SU00029_20241211141541
E00000300,U00029,P0050,checkout,2024-12-11 14:20:14,Mobile,SU00029_20241211141541
E00000301,U00029,P0050,purchase,2024-12-11 14:16:04,Desktop,SU00029_20241211141541
E00000302,U00029,P0014,view,2024-05-04 04:14:30,Mobile,SU00029_20240504040947
E00000303,U00029,P0014,add_to_cart,2024-05-04 04:10:51,Desktop,SU00029_20240504040947
E00000304,U00030,P0193,view,2024-10-01 06:25:56,Mobile,SU00030_20241001062145
E00000305,U00030,P0193,add_to_cart,2024-10-01 06:21:51,Mobile,SU00030_20241001062145
E00000306,U00030,P0121,view,2024-09-30 19:20:14,Desktop,SU00030_20240930191609
